"election_id_slim","year","state","state_po","state_fips","state_cen","state_ic","office","district","election_id","candidate.D.congress","voteshare.D.congress","candidate.R.congress","voteshare.R.congress","candidate.R.governor","candidate.D.governor","voteshare.R.governor","voteshare.D.governor","candidate.D.president","candidate.R.president","voteshare.D.president","voteshare.R.president"
"IN_1992",1992,"INDIANA","IN",18,32,22,"US HOUSE",4,"IN_1992_4","JILL L LONG",0.62061874640598,"CHARLES W ""CHUCK"" PIERSON",0.37938125359402,"Pearson, Linley E.","Bayh, Evan",0.3731,0.6269,"CLINTON, BILL","BUSH, GEORGE H.W.",0.36793905643464,0.429067801277695
"IN_1992",1992,"INDIANA","IN",18,32,22,"US HOUSE",8,"IN_1992_8","FRANK MCCLOSKEY",0.525358960054027,"RICHARD E MOURDOCK",0.453252347974178,"Pearson, Linley E.","Bayh, Evan",0.3731,0.6269,"CLINTON, BILL","BUSH, GEORGE H.W.",0.36793905643464,0.429067801277695
"IN_1992",1992,"INDIANA","IN",18,32,22,"US HOUSE",7,"IN_1992_7","ELLEN E WEDUM",0.405190751125722,"JOHN T MYERS",0.594809248874278,"Pearson, Linley E.","Bayh, Evan",0.3731,0.6269,"CLINTON, BILL","BUSH, GEORGE H.W.",0.36793905643464,0.429067801277695
"IN_1992",1992,"INDIANA","IN",18,32,22,"US HOUSE",5,"IN_1992_5","JIM JONTZ",0.489751207674688,"STEVEN E BUYER",0.510248792325312,"Pearson, Linley E.","Bayh, Evan",0.3731,0.6269,"CLINTON, BILL","BUSH, GEORGE H.W.",0.36793905643464,0.429067801277695
"IN_1996",1996,"INDIANA","IN",18,32,22,"US HOUSE",8,"IN_1996_8","JONATHAN WEINZAPFEL",0.483030418804352,"JOHN N HOSTETTLER",0.499672524833533,"Goldsmith, Stephen","O'Bannon, Frank",0.4759,0.5241,"CLINTON, BILL","DOLE, ROBERT",0.415571376457493,0.471423801565117
"IN_1996",1996,"INDIANA","IN",18,32,22,"US HOUSE",1,"IN_1996_1","PETER J VISCLOSKY",0.691579541511965,"MICHAEL EDWARD PETYO",0.292150191856581,"Goldsmith, Stephen","O'Bannon, Frank",0.4759,0.5241,"CLINTON, BILL","DOLE, ROBERT",0.415571376457493,0.471423801565117
"IN_1996",1996,"INDIANA","IN",18,32,22,"US HOUSE",7,"IN_1996_7","ROBERT F HELLMANN",0.346478269157453,"EDWARD A PEASE",0.619567289363324,"Goldsmith, Stephen","O'Bannon, Frank",0.4759,0.5241,"CLINTON, BILL","DOLE, ROBERT",0.415571376457493,0.471423801565117
"IN_1996",1996,"INDIANA","IN",18,32,22,"US HOUSE",9,"IN_1996_9","LEE H HAMILTON",0.56480665126695,"JEAN LEISING",0.425146796917706,"Goldsmith, Stephen","O'Bannon, Frank",0.4759,0.5241,"CLINTON, BILL","DOLE, ROBERT",0.415571376457493,0.471423801565117
"IN_1996",1996,"INDIANA","IN",18,32,22,"US HOUSE",3,"IN_1996_3","TIM ROEMER",0.579224781057412,"JOE ZAKAS",0.408991850470321,"Goldsmith, Stephen","O'Bannon, Frank",0.4759,0.5241,"CLINTON, BILL","DOLE, ROBERT",0.415571376457493,0.471423801565117
"IN_1996",1996,"INDIANA","IN",18,32,22,"US HOUSE",6,"IN_1996_6","CARRIE JEAN DILLARD-TRAMMELL",0.231372427353145,"DAN BURTON",0.749225345831216,"Goldsmith, Stephen","O'Bannon, Frank",0.4759,0.5241,"CLINTON, BILL","DOLE, ROBERT",0.415571376457493,0.471423801565117
"IN_1996",1996,"INDIANA","IN",18,32,22,"US HOUSE",10,"IN_1996_10","JULIA CARSON",0.529429153861787,"VIRGINIA BLANKENBAKER",0.448325768446725,"Goldsmith, Stephen","O'Bannon, Frank",0.4759,0.5241,"CLINTON, BILL","DOLE, ROBERT",0.415571376457493,0.471423801565117
"IN_1996",1996,"INDIANA","IN",18,32,22,"US HOUSE",2,"IN_1996_2","R MARC CARMICHAEL",0.399773584551138,"DAVID M MCINTOSH",0.578312970035184,"Goldsmith, Stephen","O'Bannon, Frank",0.4759,0.5241,"CLINTON, BILL","DOLE, ROBERT",0.415571376457493,0.471423801565117
"IN_1996",1996,"INDIANA","IN",18,32,22,"US HOUSE",4,"IN_1996_4","GERALD L HOUSEMAN",0.393207619780643,"MARK E SOUDER",0.583721377717914,"Goldsmith, Stephen","O'Bannon, Frank",0.4759,0.5241,"CLINTON, BILL","DOLE, ROBERT",0.415571376457493,0.471423801565117
"IN_1996",1996,"INDIANA","IN",18,32,22,"US HOUSE",5,"IN_1996_5","DOUGLAS L CLARK",0.301159105873214,"STEPHEN E BUYER",0.59301031211069,"Goldsmith, Stephen","O'Bannon, Frank",0.4759,0.5241,"CLINTON, BILL","DOLE, ROBERT",0.415571376457493,0.471423801565117
"IN_2000",2000,"INDIANA","IN",18,32,22,"US HOUSE",10,"IN_2000_10","JULIA CARSON",0.585116973618716,"MARVIN B SCOTT",0.397142346619699,"McIntosh, David M.","O'Bannon, Frank",0.4243,0.5757,"GORE, AL","BUSH, GEORGE W.",0.41012102930839,0.566468816015263
"IN_2000",2000,"INDIANA","IN",18,32,22,"US HOUSE",8,"IN_2000_8","PAUL E PERRY",0.452664960899492,"JOHN N HOSTETTLER",0.526500954989369,"McIntosh, David M.","O'Bannon, Frank",0.4243,0.5757,"GORE, AL","BUSH, GEORGE W.",0.41012102930839,0.566468816015263
"IN_2000",2000,"INDIANA","IN",18,32,22,"US HOUSE",4,"IN_2000_4","MICHAEL ""MIKE"" DEWAYNE FOSTER",0.353998954521694,"MARK E SOUDER",0.622777170555529,"McIntosh, David M.","O'Bannon, Frank",0.4243,0.5757,"GORE, AL","BUSH, GEORGE W.",0.41012102930839,0.566468816015263
"IN_2000",2000,"INDIANA","IN",18,32,22,"US HOUSE",6,"IN_2000_6","DARIN PATRICK GRIESEY",0.264433654100821,"DAN BURTON",0.703476648715459,"McIntosh, David M.","O'Bannon, Frank",0.4243,0.5757,"GORE, AL","BUSH, GEORGE W.",0.41012102930839,0.566468816015263
"IN_2000",2000,"INDIANA","IN",18,32,22,"US HOUSE",9,"IN_2000_9","BARON P HILL",0.541916899216831,"MICHAEL E BAILEY",0.438175949383367,"McIntosh, David M.","O'Bannon, Frank",0.4243,0.5757,"GORE, AL","BUSH, GEORGE W.",0.41012102930839,0.566468816015263
"IN_2000",2000,"INDIANA","IN",18,32,22,"US HOUSE",1,"IN_2000_1","PETER J VISCLOSKY",0.715544540160739,"JACK REYNOLDS",0.270465373694596,"McIntosh, David M.","O'Bannon, Frank",0.4243,0.5757,"GORE, AL","BUSH, GEORGE W.",0.41012102930839,0.566468816015263
"IN_2000",2000,"INDIANA","IN",18,32,22,"US HOUSE",5,"IN_2000_5","GREG GOODNIGHT",0.375265571352858,"STEVE BUYER",0.60857202110745,"McIntosh, David M.","O'Bannon, Frank",0.4243,0.5757,"GORE, AL","BUSH, GEORGE W.",0.41012102930839,0.566468816015263
"IN_2000",2000,"INDIANA","IN",18,32,22,"US HOUSE",7,"IN_2000_7","MICHAEL DOUGLAS GRAF",0.318431784036439,"BRIAN D KERNS",0.648028998640689,"McIntosh, David M.","O'Bannon, Frank",0.4243,0.5757,"GORE, AL","BUSH, GEORGE W.",0.41012102930839,0.566468816015263
"IN_2000",2000,"INDIANA","IN",18,32,22,"US HOUSE",3,"IN_2000_3","TIM ROEMER",0.515747785805151,"CHRIS CHOCOLA",0.474387346086456,"McIntosh, David M.","O'Bannon, Frank",0.4243,0.5757,"GORE, AL","BUSH, GEORGE W.",0.41012102930839,0.566468816015263
"IN_2000",2000,"INDIANA","IN",18,32,22,"US HOUSE",2,"IN_2000_2","ROBERT W ROCK",0.388110764033838,"MIKE PENCE",0.508730512890642,"McIntosh, David M.","O'Bannon, Frank",0.4243,0.5757,"GORE, AL","BUSH, GEORGE W.",0.41012102930839,0.566468816015263
"IN_2004",2004,"INDIANA","IN",18,32,22,"US HOUSE",8,"IN_2004_8","JON P JENNINGS",0.445497804075109,"JOHN N HOSTETTLER",0.533679402297839,"Daniels, Mitch","Kernan, Joseph E.",0.5391,0.4609,"KERRY, JOHN","BUSH, GEORGE W.",0.392629746653366,0.599447650366572
"IN_2004",2004,"INDIANA","IN",18,32,22,"US HOUSE",9,"IN_2004_9","BARON P HILL",0.489624708705784,"MIKE SODREL",0.494581058050155,"Daniels, Mitch","Kernan, Joseph E.",0.5391,0.4609,"KERRY, JOHN","BUSH, GEORGE W.",0.392629746653366,0.599447650366572
"IN_2004",2004,"INDIANA","IN",18,32,22,"US HOUSE",1,"IN_2004_1","PETER J VISCLOSKY",0.682857186600527,"MARK J LEYVA",0.317142813399473,"Daniels, Mitch","Kernan, Joseph E.",0.5391,0.4609,"KERRY, JOHN","BUSH, GEORGE W.",0.392629746653366,0.599447650366572
"IN_2004",2004,"INDIANA","IN",18,32,22,"US HOUSE",4,"IN_2004_4","DAVID SANDERS",0.28297633291505,"STEVE BUYER",0.69470992500073,"Daniels, Mitch","Kernan, Joseph E.",0.5391,0.4609,"KERRY, JOHN","BUSH, GEORGE W.",0.392629746653366,0.599447650366572
"IN_2004",2004,"INDIANA","IN",18,32,22,"US HOUSE",5,"IN_2004_5","KATHERINE FOX CARR",0.259568480005528,"DAN BURTON",0.718418911745398,"Daniels, Mitch","Kernan, Joseph E.",0.5391,0.4609,"KERRY, JOHN","BUSH, GEORGE W.",0.392629746653366,0.599447650366572
"IN_2004",2004,"INDIANA","IN",18,32,22,"US HOUSE",7,"IN_2004_7","JULIA CARSON",0.543533101825921,"ANDREW ""ANDY"" HORNING",0.436836563235129,"Daniels, Mitch","Kernan, Joseph E.",0.5391,0.4609,"KERRY, JOHN","BUSH, GEORGE W.",0.392629746653366,0.599447650366572
"IN_2004",2004,"INDIANA","IN",18,32,22,"US HOUSE",3,"IN_2004_3","MARIA M PASSA",0.307857572661446,"MARK E SOUDER",0.692142427338554,"Daniels, Mitch","Kernan, Joseph E.",0.5391,0.4609,"KERRY, JOHN","BUSH, GEORGE W.",0.392629746653366,0.599447650366572
"IN_2004",2004,"INDIANA","IN",18,32,22,"US HOUSE",6,"IN_2004_6","MEL FOX",0.312895838617308,"MIKE PENCE",0.670941631838382,"Daniels, Mitch","Kernan, Joseph E.",0.5391,0.4609,"KERRY, JOHN","BUSH, GEORGE W.",0.392629746653366,0.599447650366572
"IN_2004",2004,"INDIANA","IN",18,32,22,"US HOUSE",2,"IN_2004_2","JOE DONNELLY",0.445385668292495,"CHRIS CHOCOLA",0.541713095949567,"Daniels, Mitch","Kernan, Joseph E.",0.5391,0.4609,"KERRY, JOHN","BUSH, GEORGE W.",0.392629746653366,0.599447650366572
"IN_2020",2020,"INDIANA","IN",18,32,22,"US HOUSE",8,"IN_2020_8","E THOMASINA MARSILI",0.298458908916246,"LARRY BUCSHON",0.669468555940577,"Holcomb, Eric","Myers, Woodrow A. Jr.",0.6381,0.3619,"BIDEN, JOSEPH R. JR","TRUMP, DONALD J.",0.409616770597121,0.570211577657051
"IN_2020",2020,"INDIANA","IN",18,32,22,"US HOUSE",6,"IN_2020_6","JEANNINE LEE LAKE",0.277572795714978,"GREG PENCE",0.686502362794892,"Holcomb, Eric","Myers, Woodrow A. Jr.",0.6381,0.3619,"BIDEN, JOSEPH R. JR","TRUMP, DONALD J.",0.409616770597121,0.570211577657051
"IN_2020",2020,"INDIANA","IN",18,32,22,"US HOUSE",3,"IN_2020_3","CHIP COLDIRON",0.32160146860639,"JIM BANKS",0.67839853139361,"Holcomb, Eric","Myers, Woodrow A. Jr.",0.6381,0.3619,"BIDEN, JOSEPH R. JR","TRUMP, DONALD J.",0.409616770597121,0.570211577657051
"IN_2020",2020,"INDIANA","IN",18,32,22,"US HOUSE",5,"IN_2020_5","CHRISTINA HALE",0.459428291360943,"VICTORIA SPARTZ",0.500237851551801,"Holcomb, Eric","Myers, Woodrow A. Jr.",0.6381,0.3619,"BIDEN, JOSEPH R. JR","TRUMP, DONALD J.",0.409616770597121,0.570211577657051
"IN_2020",2020,"INDIANA","IN",18,32,22,"US HOUSE",1,"IN_2020_1","FRANK J MRVAN",0.566389762286358,"MARK LEYVA",0.404489398925823,"Holcomb, Eric","Myers, Woodrow A. Jr.",0.6381,0.3619,"BIDEN, JOSEPH R. JR","TRUMP, DONALD J.",0.409616770597121,0.570211577657051
"IN_2020",2020,"INDIANA","IN",18,32,22,"US HOUSE",2,"IN_2020_2","PATRICIA ""PAT"" HACKETT",0.385061359556282,"JACKIE WALORSKI",0.614938640443718,"Holcomb, Eric","Myers, Woodrow A. Jr.",0.6381,0.3619,"BIDEN, JOSEPH R. JR","TRUMP, DONALD J.",0.409616770597121,0.570211577657051
"IN_2020",2020,"INDIANA","IN",18,32,22,"US HOUSE",9,"IN_2020_9","ANDY RUFF",0.341373336527053,"TREY HOLLINGSWORTH",0.618477709880291,"Holcomb, Eric","Myers, Woodrow A. Jr.",0.6381,0.3619,"BIDEN, JOSEPH R. JR","TRUMP, DONALD J.",0.409616770597121,0.570211577657051
"IN_2020",2020,"INDIANA","IN",18,32,22,"US HOUSE",7,"IN_2020_7","ANDRE CARSON",0.624352368279494,"SUSAN MARIE SMITH",0.375647631720506,"Holcomb, Eric","Myers, Woodrow A. Jr.",0.6381,0.3619,"BIDEN, JOSEPH R. JR","TRUMP, DONALD J.",0.409616770597121,0.570211577657051
"IN_2020",2020,"INDIANA","IN",18,32,22,"US HOUSE",4,"IN_2020_4","JOE MACKEY",0.333763644151662,"JAMES R BAIRD",0.666236355848338,"Holcomb, Eric","Myers, Woodrow A. Jr.",0.6381,0.3619,"BIDEN, JOSEPH R. JR","TRUMP, DONALD J.",0.409616770597121,0.570211577657051
"MO_1976",1976,"MISSOURI","MO",29,43,34,"US HOUSE",4,"MO_1976_4","IKE SKELTON",0.55865773752168,"RICHARD A KING",0.44134226247832,"Bond, Kit","Teasdale, Joseph P.",0.4966,0.5034,"CARTER, JIMMY","FORD, GERALD",0.511049856674857,0.47473536036036
"MO_1976",1976,"MISSOURI","MO",29,43,34,"US HOUSE",10,"MO_1976_10","BILL D BURLISON",0.720720967274041,"JOE CARRON",0.279279032725959,"Bond, Kit","Teasdale, Joseph P.",0.4966,0.5034,"CARTER, JIMMY","FORD, GERALD",0.511049856674857,0.47473536036036
"MO_1976",1976,"MISSOURI","MO",29,43,34,"US HOUSE",1,"MO_1976_1","WILLIAM ""BILL"" CLAY",0.655559226333494,"ROBERT L WITHERSPOON",0.344440773666506,"Bond, Kit","Teasdale, Joseph P.",0.4966,0.5034,"CARTER, JIMMY","FORD, GERALD",0.511049856674857,0.47473536036036
"MO_1976",1976,"MISSOURI","MO",29,43,34,"US HOUSE",7,"MO_1976_7","DOLAN G HAWKINS",0.379798054792486,"GENE TAYLOR",0.620201945207514,"Bond, Kit","Teasdale, Joseph P.",0.4966,0.5034,"CARTER, JIMMY","FORD, GERALD",0.511049856674857,0.47473536036036
"MO_1976",1976,"MISSOURI","MO",29,43,34,"US HOUSE",9,"MO_1976_9","HAROLD L VOLKMER",0.559284376292757,"JOE FRAPPIER",0.440715623707243,"Bond, Kit","Teasdale, Joseph P.",0.4966,0.5034,"CARTER, JIMMY","FORD, GERALD",0.511049856674857,0.47473536036036
"MO_1976",1976,"MISSOURI","MO",29,43,34,"US HOUSE",2,"MO_1976_2","ROBERT A YOUNG",0.510891615036244,"ROBERT O SNYDER",0.489108384963756,"Bond, Kit","Teasdale, Joseph P.",0.4966,0.5034,"CARTER, JIMMY","FORD, GERALD",0.511049856674857,0.47473536036036
"MO_1976",1976,"MISSOURI","MO",29,43,34,"US HOUSE",3,"MO_1976_3","RICHARD A GEPHARDT",0.636904366686586,"JOSEPH L BADARACCO",0.363095633313414,"Bond, Kit","Teasdale, Joseph P.",0.4966,0.5034,"CARTER, JIMMY","FORD, GERALD",0.511049856674857,0.47473536036036
"MO_1976",1976,"MISSOURI","MO",29,43,34,"US HOUSE",5,"MO_1976_5","RICHARD BOLLING",0.68020660544025,"JOANNE M COLLINS",0.281054874512818,"Bond, Kit","Teasdale, Joseph P.",0.4966,0.5034,"CARTER, JIMMY","FORD, GERALD",0.511049856674857,0.47473536036036
"MO_1976",1976,"MISSOURI","MO",29,43,34,"US HOUSE",8,"MO_1976_8","RICHARD H ICHORD",0.673216474189792,"CHARLES R LEICK",0.306025517806018,"Bond, Kit","Teasdale, Joseph P.",0.4966,0.5034,"CARTER, JIMMY","FORD, GERALD",0.511049856674857,0.47473536036036
"MO_1976",1976,"MISSOURI","MO",29,43,34,"US HOUSE",6,"MO_1976_6","MORGAN MAXFIELD",0.40527724147275,"E THOMAS COLEMAN",0.585349920884928,"Bond, Kit","Teasdale, Joseph P.",0.4966,0.5034,"CARTER, JIMMY","FORD, GERALD",0.511049856674857,0.47473536036036
"MO_1980",1980,"MISSOURI","MO",29,43,34,"US HOUSE",4,"MO_1980_4","IKE SKELTON",0.678190822467402,"BILL BAKER",0.321809177532598,"Bond, Kit","Teasdale, Joseph P.",0.5281,0.4719,"CARTER, JIMMY","REAGAN, RONALD",0.443457165933907,0.511557635306578
"MO_1980",1980,"MISSOURI","MO",29,43,34,"US HOUSE",9,"MO_1980_9","HAROLD L VOLKMER",0.564530198554457,"JOHN W TURNER",0.435469801445543,"Bond, Kit","Teasdale, Joseph P.",0.5281,0.4719,"CARTER, JIMMY","REAGAN, RONALD",0.443457165933907,0.511557635306578
"MO_1980",1980,"MISSOURI","MO",29,43,34,"US HOUSE",3,"MO_1980_3","RICHARD A GEPHARDT",0.776166022265725,"ROBERT A CEDARBURG",0.223833977734275,"Bond, Kit","Teasdale, Joseph P.",0.5281,0.4719,"CARTER, JIMMY","REAGAN, RONALD",0.443457165933907,0.511557635306578
"MO_1980",1980,"MISSOURI","MO",29,43,34,"US HOUSE",2,"MO_1980_2","ROBERT A YOUNG",0.64449604111501,"JOHN O SHIELDS",0.35550395888499,"Bond, Kit","Teasdale, Joseph P.",0.5281,0.4719,"CARTER, JIMMY","REAGAN, RONALD",0.443457165933907,0.511557635306578
"MO_1980",1980,"MISSOURI","MO",29,43,34,"US HOUSE",5,"MO_1980_5","RICHARD BOLLING",0.701079195784312,"VINCENT E BAKER",0.298920804215688,"Bond, Kit","Teasdale, Joseph P.",0.5281,0.4719,"CARTER, JIMMY","REAGAN, RONALD",0.443457165933907,0.511557635306578
"MO_1980",1980,"MISSOURI","MO",29,43,34,"US HOUSE",1,"MO_1980_1","WILLIAM ""BILL"" CLAY",0.702421905663427,"BILL WHITE",0.297578094336573,"Bond, Kit","Teasdale, Joseph P.",0.5281,0.4719,"CARTER, JIMMY","REAGAN, RONALD",0.443457165933907,0.511557635306578
"MO_1980",1980,"MISSOURI","MO",29,43,34,"US HOUSE",6,"MO_1980_6","VERNON KING",0.293608544023773,"TOM COLEMAN",0.706391455976227,"Bond, Kit","Teasdale, Joseph P.",0.5281,0.4719,"CARTER, JIMMY","REAGAN, RONALD",0.443457165933907,0.511557635306578
"MO_1980",1980,"MISSOURI","MO",29,43,34,"US HOUSE",8,"MO_1980_8","STEVE GARDNER",0.42855800130692,"WENDELL BAILEY",0.57144199869308,"Bond, Kit","Teasdale, Joseph P.",0.5281,0.4719,"CARTER, JIMMY","REAGAN, RONALD",0.443457165933907,0.511557635306578
"MO_1980",1980,"MISSOURI","MO",29,43,34,"US HOUSE",10,"MO_1980_10","BILL D BURLISON",0.448483611227164,"BILL EMERSON",0.551516388772836,"Bond, Kit","Teasdale, Joseph P.",0.5281,0.4719,"CARTER, JIMMY","REAGAN, RONALD",0.443457165933907,0.511557635306578
"MO_1980",1980,"MISSOURI","MO",29,43,34,"US HOUSE",7,"MO_1980_7","KEN YOUNG",0.322180854632052,"GENE TAYLOR",0.677819145367948,"Bond, Kit","Teasdale, Joseph P.",0.5281,0.4719,"CARTER, JIMMY","REAGAN, RONALD",0.443457165933907,0.511557635306578
"MO_1984",1984,"MISSOURI","MO",29,43,34,"US HOUSE",4,"MO_1984_4","IKE SKELTON",0.669267477716855,"CARL D RUSSELL",0.330732522283145,"Ashcroft, John","Rothman, Kenneth J.",0.5666,0.4334,"MONDALE, WALTER","REAGAN, RONALD",0.39975249332123,0.60024750667877
"MO_1984",1984,"MISSOURI","MO",29,43,34,"US HOUSE",2,"MO_1984_2","ROBERT A YOUNG",0.51792521666617,"JOHN ""JACK"" BUECHNER",0.475437055127021,"Ashcroft, John","Rothman, Kenneth J.",0.5666,0.4334,"MONDALE, WALTER","REAGAN, RONALD",0.39975249332123,0.60024750667877
"MO_1984",1984,"MISSOURI","MO",29,43,34,"US HOUSE",8,"MO_1984_8","BILL BLUE",0.345778809212707,"BILL EMERSON",0.654221190787293,"Ashcroft, John","Rothman, Kenneth J.",0.5666,0.4334,"MONDALE, WALTER","REAGAN, RONALD",0.39975249332123,0.60024750667877
"MO_1984",1984,"MISSOURI","MO",29,43,34,"US HOUSE",3,"MO_1984_3","RICHARD A GEPHARDT",1,NA,NA,"Ashcroft, John","Rothman, Kenneth J.",0.5666,0.4334,"MONDALE, WALTER","REAGAN, RONALD",0.39975249332123,0.60024750667877
"MO_1984",1984,"MISSOURI","MO",29,43,34,"US HOUSE",6,"MO_1984_6","KENNETH C HENSLEY",0.351706431156698,"TOM COLEMAN",0.648293568843302,"Ashcroft, John","Rothman, Kenneth J.",0.5666,0.4334,"MONDALE, WALTER","REAGAN, RONALD",0.39975249332123,0.60024750667877
"MO_1984",1984,"MISSOURI","MO",29,43,34,"US HOUSE",9,"MO_1984_9","HAROLD L VOLKMER",0.528858991475814,"CARRIE FRANCKE",0.471141008524186,"Ashcroft, John","Rothman, Kenneth J.",0.5666,0.4334,"MONDALE, WALTER","REAGAN, RONALD",0.39975249332123,0.60024750667877
"MO_1984",1984,"MISSOURI","MO",29,43,34,"US HOUSE",5,"MO_1984_5","ALAN WHEAT",0.660218210498642,"JIM KENWORTHY",0.317575146788187,"Ashcroft, John","Rothman, Kenneth J.",0.5666,0.4334,"MONDALE, WALTER","REAGAN, RONALD",0.39975249332123,0.60024750667877
"MO_1984",1984,"MISSOURI","MO",29,43,34,"US HOUSE",7,"MO_1984_7","KEN YOUNG",0.303937780446854,"GENE TAYLOR",0.696062219553146,"Ashcroft, John","Rothman, Kenneth J.",0.5666,0.4334,"MONDALE, WALTER","REAGAN, RONALD",0.39975249332123,0.60024750667877
"MO_1984",1984,"MISSOURI","MO",29,43,34,"US HOUSE",1,"MO_1984_1","WILLIAM ""BILL"" CLAY SR",0.6826562456592,"ERIC RATHBONE",0.3173437543408,"Ashcroft, John","Rothman, Kenneth J.",0.5666,0.4334,"MONDALE, WALTER","REAGAN, RONALD",0.39975249332123,0.60024750667877
"MO_1988",1988,"MISSOURI","MO",29,43,34,"US HOUSE",5,"MO_1988_5","ALAN WHEAT",0.703152178524458,"MARY ELLEN LOBB",0.284968817614866,"Ashcroft, John","Hearnes, Betty C.",0.6489,0.3511,"DUKAKIS, MICHAEL","BUSH, GEORGE H.W.",0.478504491627286,0.51831573053676
"MO_1988",1988,"MISSOURI","MO",29,43,34,"US HOUSE",6,"MO_1988_6","DOUG R HUGHES",0.406652955534887,"TOM COLEMAN",0.593347044465113,"Ashcroft, John","Hearnes, Betty C.",0.6489,0.3511,"DUKAKIS, MICHAEL","BUSH, GEORGE H.W.",0.478504491627286,0.51831573053676
"MO_1988",1988,"MISSOURI","MO",29,43,34,"US HOUSE",4,"MO_1988_4","IKE SKELTON",0.717979238634942,"DAVID EYERLY",0.282020761365058,"Ashcroft, John","Hearnes, Betty C.",0.6489,0.3511,"DUKAKIS, MICHAEL","BUSH, GEORGE H.W.",0.478504491627286,0.51831573053676
"MO_1988",1988,"MISSOURI","MO",29,43,34,"US HOUSE",1,"MO_1988_1","WILLIAM ""BILL"" CLAY",0.715714590812476,"JOSEPH A SCHWAN",0.270057663558055,"Ashcroft, John","Hearnes, Betty C.",0.6489,0.3511,"DUKAKIS, MICHAEL","BUSH, GEORGE H.W.",0.478504491627286,0.51831573053676
"MO_1988",1988,"MISSOURI","MO",29,43,34,"US HOUSE",7,"MO_1988_7","MAX BACON",0.461763887908813,"MEL HANCOCK",0.531063338743353,"Ashcroft, John","Hearnes, Betty C.",0.6489,0.3511,"DUKAKIS, MICHAEL","BUSH, GEORGE H.W.",0.478504491627286,0.51831573053676
"MO_1988",1988,"MISSOURI","MO",29,43,34,"US HOUSE",8,"MO_1988_8","WAYNE CRYTS",0.418973132676555,"BILL EMERSON",0.581026867323445,"Ashcroft, John","Hearnes, Betty C.",0.6489,0.3511,"DUKAKIS, MICHAEL","BUSH, GEORGE H.W.",0.478504491627286,0.51831573053676
"MO_1988",1988,"MISSOURI","MO",29,43,34,"US HOUSE",2,"MO_1988_2","ROBERT H ""BOB"" FEIGENBAUM",0.326012329736864,"JACK BUECHNER",0.663265850613107,"Ashcroft, John","Hearnes, Betty C.",0.6489,0.3511,"DUKAKIS, MICHAEL","BUSH, GEORGE H.W.",0.478504491627286,0.51831573053676
"MO_1988",1988,"MISSOURI","MO",29,43,34,"US HOUSE",9,"MO_1988_9","HAROLD L VOLKMER",0.679128672745694,"KEN DUDLEY",0.320871327254306,"Ashcroft, John","Hearnes, Betty C.",0.6489,0.3511,"DUKAKIS, MICHAEL","BUSH, GEORGE H.W.",0.478504491627286,0.51831573053676
"MO_1988",1988,"MISSOURI","MO",29,43,34,"US HOUSE",3,"MO_1988_3","RICHARD A GEPHARDT",0.627939448919955,"MARK F ""THOR"" HEARNE",0.362717022779815,"Ashcroft, John","Hearnes, Betty C.",0.6489,0.3511,"DUKAKIS, MICHAEL","BUSH, GEORGE H.W.",0.478504491627286,0.51831573053676
"MO_1992",1992,"MISSOURI","MO",29,43,34,"US HOUSE",7,"MO_1992_7","THOMAS PATRICK ""PAT"" DEATON",0.383604098975256,"MEL HANCOCK",0.616395901024744,"Webster, William L.","Carnahan, Mel",0.4132,0.5868,"CLINTON, BILL","BUSH, GEORGE H.W.",0.440716857569409,0.339216817841565
"MO_1992",1992,"MISSOURI","MO",29,43,34,"US HOUSE",6,"MO_1992_6","PAT DANNER",0.554464405416276,"E THOMAS COLEMAN",0.445535594583724,"Webster, William L.","Carnahan, Mel",0.4132,0.5868,"CLINTON, BILL","BUSH, GEORGE H.W.",0.440716857569409,0.339216817841565
"MO_1992",1992,"MISSOURI","MO",29,43,34,"US HOUSE",9,"MO_1992_9","HAROLD L WOLKMER",0.477142365163487,"RICK HARDY",0.454631029138845,"Webster, William L.","Carnahan, Mel",0.4132,0.5868,"CLINTON, BILL","BUSH, GEORGE H.W.",0.440716857569409,0.339216817841565
"MO_1992",1992,"MISSOURI","MO",29,43,34,"US HOUSE",5,"MO_1992_5","ALAN WHEAT",0.591488061665727,"EDWARD ""GOMER"" MOODY",0.366461427586639,"Webster, William L.","Carnahan, Mel",0.4132,0.5868,"CLINTON, BILL","BUSH, GEORGE H.W.",0.440716857569409,0.339216817841565
"MO_1992",1992,"MISSOURI","MO",29,43,34,"US HOUSE",8,"MO_1992_8","THAD BULLOCK",0.369980120980471,"BILL EMERSON",0.628782772653977,"Webster, William L.","Carnahan, Mel",0.4132,0.5868,"CLINTON, BILL","BUSH, GEORGE H.W.",0.440716857569409,0.339216817841565
"MO_1992",1992,"MISSOURI","MO",29,43,34,"US HOUSE",4,"MO_1992_4","IKE SKELTON",0.703820212207499,"JOHN CARLEY",0.296179787792501,"Webster, William L.","Carnahan, Mel",0.4132,0.5868,"CLINTON, BILL","BUSH, GEORGE H.W.",0.440716857569409,0.339216817841565
"MO_1992",1992,"MISSOURI","MO",29,43,34,"US HOUSE",3,"MO_1992_3","RICHARD A GEPHARDT",0.640096529499621,"MACK HOLEKAMP",0.33110648410427,"Webster, William L.","Carnahan, Mel",0.4132,0.5868,"CLINTON, BILL","BUSH, GEORGE H.W.",0.440716857569409,0.339216817841565
